Subject,word,repetition,token,Frame,X,Y
NJ0205c,pan,J,pan_J,10,390,176
NJ0205c,pan,J,pan_J,11,399,172
NJ0205c,pan,J,pan_J,12,408,169
NJ0205c,pan,J,pan_J,13,418,166
NJ0205c,pan,J,pan_J,14,427,163
NJ0205c,pan,J,pan_J,15,437,161
NJ0205c,pan,J,pan_J,16,446,158
NJ0205c,pan,J,pan_J,17,456,157
NJ0205c,pan,J,pan_J,18,466,157
NJ0205c,pan,J,pan_J,19,475,159
NJ0205c,pan,J,pan_J,20,484,163
NJ0205c,pan,J,pan_J,21,493,167
NJ0205c,pan,J,pan_J,22,501,173
NJ0205c,pan,J,pan_J,23,509,178
NJ0205c,pan,J,pan_J,24,516,186
NJ0205c,pan,J,pan_J,25,521,194
NJ0205c,pan,J,pan_J,26,527,202
NJ0205c,pan,J,pan_J,27,532,210
NJ0205c,pan,J,pan_J,28,537,219
NJ0205c,pan,J,pan_J,29,543,226
NJ0205c,pan,J,pan_J,30,548,235
NJ0205c,pan,J,pan_J,31,553,243
NJ0205c,pan,J,pan_J,32,559,251
NJ0205c,pan,J,pan_J,33,564,260
NJ0205c,pan,K,pan_K,1,334,207
NJ0205c,pan,K,pan_K,2,341,203
NJ0205c,pan,K,pan_K,3,348,199
NJ0205c,pan,K,pan_K,4,356,195
NJ0205c,pan,K,pan_K,5,363,191
NJ0205c,pan,K,pan_K,6,371,188
NJ0205c,pan,K,pan_K,7,379,185
NJ0205c,pan,K,pan_K,8,387,184
NJ0205c,pan,K,pan_K,9,395,183
NJ0205c,pan,K,pan_K,10,403,181
NJ0205c,pan,K,pan_K,11,412,178
NJ0205c,pan,K,pan_K,12,419,176
NJ0205c,pan,K,pan_K,13,427,173
NJ0205c,pan,K,pan_K,14,436,172
NJ0205c,pan,K,pan_K,15,444,171
NJ0205c,pan,K,pan_K,16,452,169
NJ0205c,pan,K,pan_K,17,460,168
NJ0205c,pan,K,pan_K,18,469,167
NJ0205c,pan,K,pan_K,19,477,169
NJ0205c,pan,K,pan_K,20,485,171
NJ0205c,pan,K,pan_K,21,493,175
NJ0205c,pan,K,pan_K,22,501,177
NJ0205c,pan,K,pan_K,23,508,180
NJ0205c,pan,K,pan_K,24,516,184
NJ0205c,pan,K,pan_K,25,523,188
NJ0205c,pan,K,pan_K,26,529,194
NJ0205c,pan,K,pan_K,27,533,202
NJ0205c,pan,K,pan_K,28,537,209
NJ0205c,pan,K,pan_K,29,542,215
NJ0205c,pan,K,pan_K,30,548,221
NJ0205c,pan,K,pan_K,31,554,227
NJ0205c,pan,K,pan_K,32,560,233
NJ0205c,pan,K,pan_K,33,566,239
NJ0205c,pass,B,pass_B,1,300,234
NJ0205c,pass,B,pass_B,2,308,227
NJ0205c,pass,B,pass_B,3,316,221
NJ0205c,pass,B,pass_B,4,323,213
NJ0205c,pass,B,pass_B,5,330,206
NJ0205c,pass,B,pass_B,6,337,198
NJ0205c,pass,B,pass_B,7,344,191
NJ0205c,pass,B,pass_B,8,351,183
NJ0205c,pass,B,pass_B,9,358,176
NJ0205c,pass,B,pass_B,10,366,169
NJ0205c,pass,B,pass_B,11,374,163
NJ0205c,pass,B,pass_B,12,383,159
NJ0205c,pass,B,pass_B,13,393,155
NJ0205c,pass,B,pass_B,14,403,152
NJ0205c,pass,B,pass_B,15,413,150
NJ0205c,pass,B,pass_B,16,423,149
NJ0205c,pass,B,pass_B,17,433,149
NJ0205c,pass,B,pass_B,18,443,148
NJ0205c,pass,B,pass_B,19,453,146
NJ0205c,pass,B,pass_B,20,464,146
NJ0205c,pass,B,pass_B,21,474,147
NJ0205c,pass,B,pass_B,22,484,149
NJ0205c,pass,B,pass_B,23,493,154
NJ0205c,pass,B,pass_B,24,501,160
NJ0205c,pass,B,pass_B,25,508,167
NJ0205c,pass,B,pass_B,26,514,176
NJ0205c,pass,B,pass_B,27,521,184
NJ0205c,pass,B,pass_B,28,526,192
NJ0205c,pass,B,pass_B,29,530,202
NJ0205c,pass,B,pass_B,30,534,211
NJ0205c,pass,B,pass_B,31,538,221
NJ0205c,pass,B,pass_B,32,543,229
NJ0205c,pass,B,pass_B,33,549,238
NJ0205c,pass,C,pass_C,1,306,199
NJ0205c,pass,C,pass_C,2,314,195
NJ0205c,pass,C,pass_C,3,322,192
NJ0205c,pass,C,pass_C,4,331,189
NJ0205c,pass,C,pass_C,5,340,186
NJ0205c,pass,C,pass_C,6,348,182
NJ0205c,pass,C,pass_C,7,355,177
NJ0205c,pass,C,pass_C,8,362,171
NJ0205c,pass,C,pass_C,9,369,166
NJ0205c,pass,C,pass_C,10,377,161
NJ0205c,pass,C,pass_C,11,385,157
NJ0205c,pass,C,pass_C,12,394,155
NJ0205c,pass,C,pass_C,13,403,154
NJ0205c,pass,C,pass_C,14,411,153
NJ0205c,pass,C,pass_C,15,420,152
NJ0205c,pass,C,pass_C,16,429,153
NJ0205c,pass,C,pass_C,17,438,153
NJ0205c,pass,C,pass_C,18,447,153
NJ0205c,pass,C,pass_C,19,456,155
NJ0205c,pass,C,pass_C,20,465,157
NJ0205c,pass,C,pass_C,21,473,161
NJ0205c,pass,C,pass_C,22,481,164
NJ0205c,pass,C,pass_C,23,490,167
NJ0205c,pass,C,pass_C,24,498,170
NJ0205c,pass,C,pass_C,25,507,174
NJ0205c,pass,C,pass_C,26,515,177
NJ0205c,pass,C,pass_C,27,523,182
NJ0205c,pass,C,pass_C,28,530,187
NJ0205c,pass,C,pass_C,29,537,193
NJ0205c,pass,C,pass_C,30,544,198
NJ0205c,pass,C,pass_C,31,552,203
NJ0205c,pass,C,pass_C,32,560,207
NJ0205c,pass,C,pass_C,33,568,211
NJ0205c,pass,D,pass_D,1,297,234
NJ0205c,pass,D,pass_D,2,305,228
NJ0205c,pass,D,pass_D,3,314,221
NJ0205c,pass,D,pass_D,4,322,213
NJ0205c,pass,D,pass_D,5,328,205
NJ0205c,pass,D,pass_D,6,335,197
NJ0205c,pass,D,pass_D,7,342,188
NJ0205c,pass,D,pass_D,8,350,180
NJ0205c,pass,D,pass_D,9,358,174
NJ0205c,pass,D,pass_D,10,368,168
NJ0205c,pass,D,pass_D,11,378,164
NJ0205c,pass,D,pass_D,12,388,161
NJ0205c,pass,D,pass_D,13,399,158
NJ0205c,pass,D,pass_D,14,410,157
NJ0205c,pass,D,pass_D,15,421,157
NJ0205c,pass,D,pass_D,16,432,157
NJ0205c,pass,D,pass_D,17,442,156
NJ0205c,pass,D,pass_D,18,453,156
NJ0205c,pass,D,pass_D,19,464,157
NJ0205c,pass,D,pass_D,20,475,158
NJ0205c,pass,D,pass_D,21,486,160
NJ0205c,pass,D,pass_D,22,497,161
NJ0205c,pass,D,pass_D,23,507,163
NJ0205c,pass,D,pass_D,24,518,166
NJ0205c,pass,D,pass_D,25,528,169
NJ0205c,pass,D,pass_D,26,538,174
NJ0205c,pass,D,pass_D,27,547,180
NJ0205c,pass,D,pass_D,28,554,188
NJ0205c,pass,D,pass_D,29,561,197
NJ0205c,pass,D,pass_D,30,567,206
NJ0205c,pass,D,pass_D,31,575,213
NJ0205c,pass,D,pass_D,32,583,221
NJ0205c,pass,D,pass_D,33,591,229
NJ0205c,pass,E,pass_E,1,291,223
NJ0205c,pass,E,pass_E,2,299,218
NJ0205c,pass,E,pass_E,3,307,211
NJ0205c,pass,E,pass_E,4,315,205
NJ0205c,pass,E,pass_E,5,322,198
NJ0205c,pass,E,pass_E,6,331,193
NJ0205c,pass,E,pass_E,7,339,187
NJ0205c,pass,E,pass_E,8,348,183
NJ0205c,pass,E,pass_E,9,357,179
NJ0205c,pass,E,pass_E,10,366,174
NJ0205c,pass,E,pass_E,11,375,169
NJ0205c,pass,E,pass_E,12,384,165
NJ0205c,pass,E,pass_E,13,394,163
NJ0205c,pass,E,pass_E,14,404,161
NJ0205c,pass,E,pass_E,15,413,158
NJ0205c,pass,E,pass_E,16,423,156
NJ0205c,pass,E,pass_E,17,433,155
NJ0205c,pass,E,pass_E,18,443,154
NJ0205c,pass,E,pass_E,19,453,153
NJ0205c,pass,E,pass_E,20,463,153
NJ0205c,pass,E,pass_E,21,473,155
NJ0205c,pass,E,pass_E,22,482,157
NJ0205c,pass,E,pass_E,23,491,162
NJ0205c,pass,E,pass_E,24,500,167
NJ0205c,pass,E,pass_E,25,508,173
NJ0205c,pass,E,pass_E,26,515,180
NJ0205c,pass,E,pass_E,27,521,188
NJ0205c,pass,E,pass_E,28,526,197
NJ0205c,pass,E,pass_E,29,531,206
NJ0205c,pass,E,pass_E,30,536,214
NJ0205c,pass,E,pass_E,31,542,222
NJ0205c,pass,E,pass_E,32,549,229
NJ0205c,pass,E,pass_E,33,555,237
NJ0205c,pass,F,pass_F,1,302,268
NJ0205c,pass,F,pass_F,2,307,258
NJ0205c,pass,F,pass_F,3,312,248
NJ0205c,pass,F,pass_F,4,316,238
NJ0205c,pass,F,pass_F,5,321,228
NJ0205c,pass,F,pass_F,6,326,218
NJ0205c,pass,F,pass_F,7,332,209
NJ0205c,pass,F,pass_F,8,339,200
NJ0205c,pass,F,pass_F,9,346,192
NJ0205c,pass,F,pass_F,10,354,183
NJ0205c,pass,F,pass_F,11,362,176
NJ0205c,pass,F,pass_F,12,370,169
NJ0205c,pass,F,pass_F,13,380,163
NJ0205c,pass,F,pass_F,14,390,159
NJ0205c,pass,F,pass_F,15,400,155
NJ0205c,pass,F,pass_F,16,411,154
NJ0205c,pass,F,pass_F,17,422,154
NJ0205c,pass,F,pass_F,18,433,155
NJ0205c,pass,F,pass_F,19,444,155
NJ0205c,pass,F,pass_F,20,455,156
NJ0205c,pass,F,pass_F,21,466,158
NJ0205c,pass,F,pass_F,22,477,161
NJ0205c,pass,F,pass_F,23,487,165
NJ0205c,pass,F,pass_F,24,498,169
NJ0205c,pass,F,pass_F,25,508,173
NJ0205c,pass,F,pass_F,26,518,177
NJ0205c,pass,F,pass_F,27,528,182
NJ0205c,pass,F,pass_F,28,538,187
NJ0205c,pass,F,pass_F,29,547,193
NJ0205c,pass,F,pass_F,30,556,199
NJ0205c,pass,F,pass_F,31,565,206
NJ0205c,pass,F,pass_F,32,574,212
NJ0205c,pass,F,pass_F,33,583,218
NJ0205c,pass,G,pass_G,1,295,250
NJ0205c,pass,G,pass_G,2,302,242
NJ0205c,pass,G,pass_G,3,309,234
NJ0205c,pass,G,pass_G,4,317,226
NJ0205c,pass,G,pass_G,5,325,219
NJ0205c,pass,G,pass_G,6,334,212
NJ0205c,pass,G,pass_G,7,341,204
NJ0205c,pass,G,pass_G,8,349,196
NJ0205c,pass,G,pass_G,9,356,188
NJ0205c,pass,G,pass_G,10,363,180
NJ0205c,pass,G,pass_G,11,370,171
NJ0205c,pass,G,pass_G,12,378,164
NJ0205c,pass,G,pass_G,13,387,158
NJ0205c,pass,G,pass_G,14,397,154
NJ0205c,pass,G,pass_G,15,408,152
NJ0205c,pass,G,pass_G,16,419,150
NJ0205c,pass,G,pass_G,17,430,150
NJ0205c,pass,G,pass_G,18,441,151
NJ0205c,pass,G,pass_G,19,452,152
NJ0205c,pass,G,pass_G,20,462,154
NJ0205c,pass,G,pass_G,21,473,157
NJ0205c,pass,G,pass_G,22,483,161
NJ0205c,pass,G,pass_G,23,493,165
NJ0205c,pass,G,pass_G,24,503,169
NJ0205c,pass,G,pass_G,25,513,174
NJ0205c,pass,G,pass_G,26,523,179
NJ0205c,pass,G,pass_G,27,533,184
NJ0205c,pass,G,pass_G,28,542,190
NJ0205c,pass,G,pass_G,29,551,196
NJ0205c,pass,G,pass_G,30,559,204
NJ0205c,pass,G,pass_G,31,566,212
NJ0205c,pass,G,pass_G,32,574,220
NJ0205c,pass,G,pass_G,33,582,227
NJ0205c,pass,H,pass_H,1,294,255
NJ0205c,pass,H,pass_H,2,301,247
NJ0205c,pass,H,pass_H,3,309,240
NJ0205c,pass,H,pass_H,4,316,234
NJ0205c,pass,H,pass_H,5,324,226
NJ0205c,pass,H,pass_H,6,331,219
NJ0205c,pass,H,pass_H,7,338,212
NJ0205c,pass,H,pass_H,8,346,205
NJ0205c,pass,H,pass_H,9,353,198
NJ0205c,pass,H,pass_H,10,361,191
NJ0205c,pass,H,pass_H,11,369,185
NJ0205c,pass,H,pass_H,12,378,180
NJ0205c,pass,H,pass_H,13,387,175
NJ0205c,pass,H,pass_H,14,396,171
NJ0205c,pass,H,pass_H,15,406,168
NJ0205c,pass,H,pass_H,16,416,165
NJ0205c,pass,H,pass_H,17,426,164
NJ0205c,pass,H,pass_H,18,436,165
NJ0205c,pass,H,pass_H,19,446,166
NJ0205c,pass,H,pass_H,20,456,168
NJ0205c,pass,H,pass_H,21,466,169
NJ0205c,pass,H,pass_H,22,476,172
NJ0205c,pass,H,pass_H,23,486,174
NJ0205c,pass,H,pass_H,24,496,177
NJ0205c,pass,H,pass_H,25,505,181
NJ0205c,pass,H,pass_H,26,515,185
NJ0205c,pass,H,pass_H,27,524,189
NJ0205c,pass,H,pass_H,28,533,193
NJ0205c,pass,H,pass_H,29,542,198
NJ0205c,pass,H,pass_H,30,550,204
NJ0205c,pass,H,pass_H,31,558,211
NJ0205c,pass,H,pass_H,32,566,217
NJ0205c,pass,H,pass_H,33,574,224
NJ0205c,pass,I,pass_I,1,310,210
NJ0205c,pass,I,pass_I,2,319,205
NJ0205c,pass,I,pass_I,3,328,200
NJ0205c,pass,I,pass_I,4,337,196
NJ0205c,pass,I,pass_I,5,347,192
NJ0205c,pass,I,pass_I,6,356,188
NJ0205c,pass,I,pass_I,7,365,183
NJ0205c,pass,I,pass_I,8,373,177
NJ0205c,pass,I,pass_I,9,381,171
NJ0205c,pass,I,pass_I,10,390,167
NJ0205c,pass,I,pass_I,11,399,162
NJ0205c,pass,I,pass_I,12,409,158
NJ0205c,pass,I,pass_I,13,419,156
NJ0205c,pass,I,pass_I,14,429,154
NJ0205c,pass,I,pass_I,15,439,154
NJ0205c,pass,I,pass_I,16,449,154
NJ0205c,pass,I,pass_I,17,459,155
NJ0205c,pass,I,pass_I,18,469,156
NJ0205c,pass,I,pass_I,19,479,158
NJ0205c,pass,I,pass_I,20,489,162
NJ0205c,pass,I,pass_I,21,498,165
NJ0205c,pass,I,pass_I,22,507,170
NJ0205c,pass,I,pass_I,23,516,175
NJ0205c,pass,I,pass_I,24,525,180
NJ0205c,pass,I,pass_I,25,534,184
NJ0205c,pass,I,pass_I,26,543,190
NJ0205c,pass,I,pass_I,27,551,195
NJ0205c,pass,I,pass_I,28,559,201
NJ0205c,pass,I,pass_I,29,568,207
NJ0205c,pass,I,pass_I,30,577,211
NJ0205c,pass,I,pass_I,31,585,217
NJ0205c,pass,I,pass_I,32,594,223
NJ0205c,pass,I,pass_I,33,601,230
NJ0205c,pass,J,pass_J,1,299,236
NJ0205c,pass,J,pass_J,2,307,229
NJ0205c,pass,J,pass_J,3,315,222
NJ0205c,pass,J,pass_J,4,323,214
NJ0205c,pass,J,pass_J,5,331,207
NJ0205c,pass,J,pass_J,6,339,200
NJ0205c,pass,J,pass_J,7,347,193
NJ0205c,pass,J,pass_J,8,356,187
NJ0205c,pass,J,pass_J,9,365,180
NJ0205c,pass,J,pass_J,10,374,174
NJ0205c,pass,J,pass_J,11,383,169
NJ0205c,pass,J,pass_J,12,394,165
NJ0205c,pass,J,pass_J,13,404,163
NJ0205c,pass,J,pass_J,14,415,161
NJ0205c,pass,J,pass_J,15,425,159
NJ0205c,pass,J,pass_J,16,436,157
NJ0205c,pass,J,pass_J,17,447,156
NJ0205c,pass,J,pass_J,18,458,156
NJ0205c,pass,J,pass_J,19,468,157
NJ0205c,pass,J,pass_J,20,479,159
NJ0205c,pass,J,pass_J,21,489,163
NJ0205c,pass,J,pass_J,22,499,168
NJ0205c,pass,J,pass_J,23,507,175
NJ0205c,pass,J,pass_J,24,514,183
NJ0205c,pass,J,pass_J,25,521,192
NJ0205c,pass,J,pass_J,26,526,202
NJ0205c,pass,J,pass_J,27,531,211
NJ0205c,pass,J,pass_J,28,536,221
NJ0205c,pass,J,pass_J,29,542,230
NJ0205c,pass,J,pass_J,30,550,237
NJ0205c,pass,J,pass_J,31,556,246
NJ0205c,pass,J,pass_J,32,563,254
NJ0205c,pass,J,pass_J,33,570,262
NJ0205c,pass,K,pass_K,1,284,227
NJ0205c,pass,K,pass_K,2,293,222
NJ0205c,pass,K,pass_K,3,302,216
NJ0205c,pass,K,pass_K,4,312,210
NJ0205c,pass,K,pass_K,5,321,205
NJ0205c,pass,K,pass_K,6,330,199
NJ0205c,pass,K,pass_K,7,338,191
NJ0205c,pass,K,pass_K,8,344,182
NJ0205c,pass,K,pass_K,9,351,174
NJ0205c,pass,K,pass_K,10,360,167
NJ0205c,pass,K,pass_K,11,368,160
NJ0205c,pass,K,pass_K,12,377,154
NJ0205c,pass,K,pass_K,13,387,149
NJ0205c,pass,K,pass_K,14,397,145
NJ0205c,pass,K,pass_K,15,407,142
NJ0205c,pass,K,pass_K,16,418,142
NJ0205c,pass,K,pass_K,17,429,144
NJ0205c,pass,K,pass_K,18,440,146
NJ0205c,pass,K,pass_K,19,450,149
NJ0205c,pass,K,pass_K,20,460,154
NJ0205c,pass,K,pass_K,21,470,158
NJ0205c,pass,K,pass_K,22,480,163
NJ0205c,pass,K,pass_K,23,490,168
NJ0205c,pass,K,pass_K,24,499,174
NJ0205c,pass,K,pass_K,25,508,179
NJ0205c,pass,K,pass_K,26,518,184
NJ0205c,pass,K,pass_K,27,527,191
NJ0205c,pass,K,pass_K,28,535,197
NJ0205c,pass,K,pass_K,29,544,204
NJ0205c,pass,K,pass_K,30,553,210
NJ0205c,pass,K,pass_K,31,561,217
NJ0205c,pass,K,pass_K,32,570,223
NJ0205c,pass,K,pass_K,33,579,230
NJ0205c,pat,B,pat_B,1,304,225
NJ0205c,pat,B,pat_B,2,312,217
NJ0205c,pat,B,pat_B,3,320,210
NJ0205c,pat,B,pat_B,4,328,203
NJ0205c,pat,B,pat_B,5,336,196
NJ0205c,pat,B,pat_B,6,343,188
NJ0205c,pat,B,pat_B,7,350,180
NJ0205c,pat,B,pat_B,8,358,173
NJ0205c,pat,B,pat_B,9,366,166
NJ0205c,pat,B,pat_B,10,375,160
NJ0205c,pat,B,pat_B,11,384,155
NJ0205c,pat,B,pat_B,12,394,152
NJ0205c,pat,B,pat_B,13,405,149
NJ0205c,pat,B,pat_B,14,415,147
NJ0205c,pat,B,pat_B,15,426,146
NJ0205c,pat,B,pat_B,16,437,146
NJ0205c,pat,B,pat_B,17,447,146
NJ0205c,pat,B,pat_B,18,458,147
NJ0205c,pat,B,pat_B,19,468,150
NJ0205c,pat,B,pat_B,20,478,153
NJ0205c,pat,B,pat_B,21,488,158
NJ0205c,pat,B,pat_B,22,497,164
NJ0205c,pat,B,pat_B,23,505,171
NJ0205c,pat,B,pat_B,24,512,179
NJ0205c,pat,B,pat_B,25,518,188
NJ0205c,pat,B,pat_B,26,525,196
NJ0205c,pat,B,pat_B,27,532,204
NJ0205c,pat,B,pat_B,28,540,212
NJ0205c,pat,B,pat_B,29,547,219
NJ0205c,pat,B,pat_B,30,555,226
NJ0205c,pat,B,pat_B,31,563,234
NJ0205c,pat,B,pat_B,32,571,241
NJ0205c,pat,B,pat_B,33,578,248
NJ0205c,pat,C,pat_C,1,294,232
NJ0205c,pat,C,pat_C,2,302,227
NJ0205c,pat,C,pat_C,3,311,221
NJ0205c,pat,C,pat_C,4,319,217
NJ0205c,pat,C,pat_C,5,327,212
NJ0205c,pat,C,pat_C,6,335,206
NJ0205c,pat,C,pat_C,7,343,200
NJ0205c,pat,C,pat_C,8,350,193
NJ0205c,pat,C,pat_C,9,358,187
NJ0205c,pat,C,pat_C,10,365,181
NJ0205c,pat,C,pat_C,11,374,176
NJ0205c,pat,C,pat_C,12,383,172
NJ0205c,pat,C,pat_C,13,391,168
NJ0205c,pat,C,pat_C,14,400,163
NJ0205c,pat,C,pat_C,15,409,159
NJ0205c,pat,C,pat_C,16,418,156
NJ0205c,pat,C,pat_C,17,428,154
NJ0205c,pat,C,pat_C,18,438,154
NJ0205c,pat,C,pat_C,19,447,154
NJ0205c,pat,C,pat_C,20,457,156
NJ0205c,pat,C,pat_C,21,467,156
NJ0205c,pat,C,pat_C,22,476,159
NJ0205c,pat,C,pat_C,23,486,161
NJ0205c,pat,C,pat_C,24,495,165
NJ0205c,pat,C,pat_C,25,504,169
NJ0205c,pat,C,pat_C,26,512,175
NJ0205c,pat,C,pat_C,27,518,182
NJ0205c,pat,C,pat_C,28,523,191
NJ0205c,pat,C,pat_C,29,528,199
NJ0205c,pat,C,pat_C,30,532,208
NJ0205c,pat,C,pat_C,31,537,217
NJ0205c,pat,C,pat_C,32,542,225
NJ0205c,pat,C,pat_C,33,546,234
NJ0205c,pat,D,pat_D,1,295,225
NJ0205c,pat,D,pat_D,2,304,221
NJ0205c,pat,D,pat_D,3,314,218
NJ0205c,pat,D,pat_D,4,322,213
NJ0205c,pat,D,pat_D,5,331,208
NJ0205c,pat,D,pat_D,6,339,202
NJ0205c,pat,D,pat_D,7,346,196
NJ0205c,pat,D,pat_D,8,354,190
NJ0205c,pat,D,pat_D,9,362,185
NJ0205c,pat,D,pat_D,10,369,178
NJ0205c,pat,D,pat_D,11,377,172
NJ0205c,pat,D,pat_D,12,385,167
NJ0205c,pat,D,pat_D,13,393,161
NJ0205c,pat,D,pat_D,14,402,156
NJ0205c,pat,D,pat_D,15,411,152
NJ0205c,pat,D,pat_D,16,420,150
NJ0205c,pat,D,pat_D,17,430,148
NJ0205c,pat,D,pat_D,18,440,149
NJ0205c,pat,D,pat_D,19,450,150
NJ0205c,pat,D,pat_D,20,459,151
NJ0205c,pat,D,pat_D,21,469,154
NJ0205c,pat,D,pat_D,22,478,157
NJ0205c,pat,D,pat_D,23,487,160
NJ0205c,pat,D,pat_D,24,496,165
NJ0205c,pat,D,pat_D,25,503,172
NJ0205c,pat,D,pat_D,26,510,178
NJ0205c,pat,D,pat_D,27,516,186
NJ0205c,pat,D,pat_D,28,522,194
NJ0205c,pat,D,pat_D,29,527,202
NJ0205c,pat,D,pat_D,30,533,211
NJ0205c,pat,D,pat_D,31,537,220
NJ0205c,pat,D,pat_D,32,540,229
NJ0205c,pat,D,pat_D,33,544,238
NJ0205c,pat,E,pat_E,1,309,223
NJ0205c,pat,E,pat_E,2,317,218
NJ0205c,pat,E,pat_E,3,325,212
NJ0205c,pat,E,pat_E,4,333,207
NJ0205c,pat,E,pat_E,5,341,201
NJ0205c,pat,E,pat_E,6,349,195
NJ0205c,pat,E,pat_E,7,356,188
NJ0205c,pat,E,pat_E,8,364,182
NJ0205c,pat,E,pat_E,9,372,177
NJ0205c,pat,E,pat_E,10,381,172
NJ0205c,pat,E,pat_E,11,389,167
NJ0205c,pat,E,pat_E,12,398,162
NJ0205c,pat,E,pat_E,13,407,159
NJ0205c,pat,E,pat_E,14,417,156
NJ0205c,pat,E,pat_E,15,426,155
NJ0205c,pat,E,pat_E,16,436,154
NJ0205c,pat,E,pat_E,17,446,153
NJ0205c,pat,E,pat_E,18,456,153
NJ0205c,pat,E,pat_E,19,466,153
NJ0205c,pat,E,pat_E,20,476,155
NJ0205c,pat,E,pat_E,21,485,159
NJ0205c,pat,E,pat_E,22,494,163
NJ0205c,pat,E,pat_E,23,502,169
NJ0205c,pat,E,pat_E,24,509,175
NJ0205c,pat,E,pat_E,25,515,183
NJ0205c,pat,E,pat_E,26,522,190
NJ0205c,pat,E,pat_E,27,527,199
NJ0205c,pat,E,pat_E,28,532,208
NJ0205c,pat,E,pat_E,29,537,216
NJ0205c,pat,E,pat_E,30,542,224
NJ0205c,pat,E,pat_E,31,547,233
NJ0205c,pat,E,pat_E,32,552,241
NJ0205c,pat,E,pat_E,33,557,250
NJ0205c,pat,F,pat_F,1,285,240
NJ0205c,pat,F,pat_F,2,293,233
NJ0205c,pat,F,pat_F,3,302,227
NJ0205c,pat,F,pat_F,4,310,221
NJ0205c,pat,F,pat_F,5,318,214
NJ0205c,pat,F,pat_F,6,326,207
NJ0205c,pat,F,pat_F,7,334,200
NJ0205c,pat,F,pat_F,8,343,194
NJ0205c,pat,F,pat_F,9,352,189
NJ0205c,pat,F,pat_F,10,361,184
NJ0205c,pat,F,pat_F,11,371,180
NJ0205c,pat,F,pat_F,12,381,177
NJ0205c,pat,F,pat_F,13,391,173
NJ0205c,pat,F,pat_F,14,401,170
NJ0205c,pat,F,pat_F,15,411,167
NJ0205c,pat,F,pat_F,16,421,164
NJ0205c,pat,F,pat_F,17,431,162
NJ0205c,pat,F,pat_F,18,442,161
NJ0205c,pat,F,pat_F,19,452,160
NJ0205c,pat,F,pat_F,20,463,161
NJ0205c,pat,F,pat_F,21,473,164
NJ0205c,pat,F,pat_F,22,482,168
NJ0205c,pat,F,pat_F,23,492,173
NJ0205c,pat,F,pat_F,24,501,178
NJ0205c,pat,F,pat_F,25,509,185
NJ0205c,pat,F,pat_F,26,516,193
NJ0205c,pat,F,pat_F,27,521,202
NJ0205c,pat,F,pat_F,28,525,212
NJ0205c,pat,F,pat_F,29,529,222
NJ0205c,pat,F,pat_F,30,534,231
NJ0205c,pat,F,pat_F,31,540,240
NJ0205c,pat,F,pat_F,32,547,247
NJ0205c,pat,F,pat_F,33,556,254
NJ0205c,pat,G,pat_G,1,326,206
NJ0205c,pat,G,pat_G,2,334,202
NJ0205c,pat,G,pat_G,3,342,198
NJ0205c,pat,G,pat_G,4,351,195
NJ0205c,pat,G,pat_G,5,358,190
NJ0205c,pat,G,pat_G,6,366,186
NJ0205c,pat,G,pat_G,7,373,181
NJ0205c,pat,G,pat_G,8,381,176
NJ0205c,pat,G,pat_G,9,388,171
NJ0205c,pat,G,pat_G,10,396,167
NJ0205c,pat,G,pat_G,11,405,164
NJ0205c,pat,G,pat_G,12,413,160
NJ0205c,pat,G,pat_G,13,422,159
NJ0205c,pat,G,pat_G,14,430,157
NJ0205c,pat,G,pat_G,15,439,157
NJ0205c,pat,G,pat_G,16,448,156
NJ0205c,pat,G,pat_G,17,457,156
NJ0205c,pat,G,pat_G,18,466,157
NJ0205c,pat,G,pat_G,19,475,159
NJ0205c,pat,G,pat_G,20,483,162
NJ0205c,pat,G,pat_G,21,491,167
NJ0205c,pat,G,pat_G,22,498,172
NJ0205c,pat,G,pat_G,23,505,177
NJ0205c,pat,G,pat_G,24,511,183
NJ0205c,pat,G,pat_G,25,517,191
NJ0205c,pat,G,pat_G,26,522,198
NJ0205c,pat,G,pat_G,27,526,206
NJ0205c,pat,G,pat_G,28,530,214
NJ0205c,pat,G,pat_G,29,534,222
NJ0205c,pat,G,pat_G,30,539,229
NJ0205c,pat,G,pat_G,31,544,237
NJ0205c,pat,G,pat_G,32,550,243
NJ0205c,pat,G,pat_G,33,556,250
NJ0205c,pat,H,pat_H,1,308,232
NJ0205c,pat,H,pat_H,2,315,225
NJ0205c,pat,H,pat_H,3,323,218
NJ0205c,pat,H,pat_H,4,330,211
NJ0205c,pat,H,pat_H,5,338,205
NJ0205c,pat,H,pat_H,6,346,199
NJ0205c,pat,H,pat_H,7,355,193
NJ0205c,pat,H,pat_H,8,363,188
NJ0205c,pat,H,pat_H,9,372,182
NJ0205c,pat,H,pat_H,10,380,176
NJ0205c,pat,H,pat_H,11,389,172
NJ0205c,pat,H,pat_H,12,398,168
NJ0205c,pat,H,pat_H,13,408,165
NJ0205c,pat,H,pat_H,14,418,162
NJ0205c,pat,H,pat_H,15,428,162
NJ0205c,pat,H,pat_H,16,438,160
NJ0205c,pat,H,pat_H,17,448,160
NJ0205c,pat,H,pat_H,18,458,161
NJ0205c,pat,H,pat_H,19,468,162
NJ0205c,pat,H,pat_H,20,478,164
NJ0205c,pat,H,pat_H,21,487,168
NJ0205c,pat,H,pat_H,22,496,172
